Date of event,victims_isr_R,occurence_R,victims_pal_R,occurrence_pal_R,lnvic_R,lnvic_pal_R,lnvic_t_y_R,lnvic_pal_y_R,occurrence_t_y_R,occurrence_pal_t_y_R,occurrence_1_R,occurrence_2_7_R,occurrence_8_14_R,occurrence_pal_1_R,occurrence_pal_2_7_R,occurrence_pal_8_14_R
2001-05-15,4,1.0,1,1.0,1.6094379124341003,0.6931471805599453,1.791759469228055,0.6931471805599453,1,1,1,1,1,0,1,1
2001-05-16,1,1.0,0,0.0,0.6931471805599453,0.0,1.791759469228055,0.6931471805599453,1,1,1,1,1,1,1,1
2001-05-17,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-05-18,13,1.0,6,1.0,2.6390573296152584,1.9459101490553132,2.6390573296152584,1.9459101490553132,1,1,0,1,1,0,1,1
2001-05-19,0,0.0,0,0.0,0.0,0.0,2.6390573296152584,1.9459101490553132,1,1,1,1,1,1,1,1
2001-05-20,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,1,1
2001-05-21,2,1.0,0,0.0,1.0986122886681098,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2001-05-22,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-05-23,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,1
2001-05-24,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,1,1,0,1,1,1,1,1
2001-05-25,0,0.0,1,1.0,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,1,1,1,0,1,1
2001-05-26,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-05-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-05-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-05-29,1,1.0,3,1.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,1,1,0,1,1,0,1,1
2001-05-30,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,1.3862943611198906,1,1,1,1,1,1,1,1
2001-05-31,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,0,1,1,0,1,1
2001-06-01,0,0.0,19,1.0,0.0,2.995732273553991,0.6931471805599453,3.044522437723423,1,1,1,1,1,1,1,1
2001-06-02,0,0.0,0,0.0,0.0,0.0,0.0,2.995732273553991,0,1,0,1,1,1,1,1
2001-06-03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-04,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-06-05,0,0.0,1,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,1,0,1,1
2001-06-06,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-06-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-08,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-06-09,3,1.0,1,1.0,1.3862943611198906,0.6931471805599453,1.6094379124341003,0.6931471805599453,1,1,1,1,1,0,1,1
2001-06-10,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,1,1
2001-06-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-14,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,0,1,1,0,1,1
2001-06-15,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1,1,1,1,1,1,1,1
2001-06-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-17,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2001-06-18,0,0.0,2,1.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1,1,1,1,1,0,1,1
2001-06-19,0,0.0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0,1,0,1,1,1,1,1
2001-06-20,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,0,1,1,0,1,1
2001-06-21,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1,1,1,1,1,1,1,1
2001-06-22,1,1.0,2,1.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,1,0,1,1,0,1,1
2001-06-23,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,1,1,1,1,1,1,1,1
2001-06-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-25,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-06-26,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-06-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-06-28,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,1
2001-06-29,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1,1,0,1,1,1,1,1
2001-06-30,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-07-01,5,1.0,0,0.0,1.791759469228055,0.0,1.791759469228055,0.0,1,0,0,1,1,0,1,1
2001-07-02,0,0.0,2,1.0,0.0,1.0986122886681098,1.791759469228055,1.0986122886681098,1,1,1,1,1,0,1,1
2001-07-03,0,0.0,0,0.0,0.0,0.0,0.0,1.0986122886681098,0,1,0,1,1,1,1,1
2001-07-04,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,1
2001-07-05,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-07-06,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-07,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2001-07-08,0,0.0,1,1.0,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,1,1,1,0,1,1
2001-07-09,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-07-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-11,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-07-12,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-07-13,2,1.0,2,1.0,1.0986122886681098,1.0986122886681098,1.3862943611198906,1.0986122886681098,1,1,1,1,1,0,1,1
2001-07-14,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1,1,1,1,1,1,1,1
2001-07-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-16,0,0.0,2,1.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0,1,0,1,1,0,1,1
2001-07-17,4,1.0,0,0.0,1.6094379124341003,0.0,1.6094379124341003,1.0986122886681098,1,1,0,1,1,1,1,1
2001-07-18,0,0.0,0,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2001-07-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-21,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2001-07-22,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-07-23,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-07-24,0,0.0,1,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,1,0,0,1
2001-07-25,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1,1,0,1,1,1,0,1
2001-07-26,0,0.0,1,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,1,0,1,1
2001-07-27,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-07-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-07-31,10,1.0,0,0.0,2.3978952727983707,0.0,2.3978952727983707,0.0,1,0,0,1,1,0,1,0
2001-08-01,1,1.0,0,0.0,0.6931471805599453,0.0,2.4849066497880004,0.0,1,0,1,1,1,0,1,1
2001-08-02,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-08-03,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-08-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-08-05,3,1.0,1,1.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,1,1,0,1,1,0,0,1
2001-08-06,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,0,1
2001-08-07,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,1
2001-08-08,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-08-09,0,0.0,14,1.0,0.0,2.70805020110221,0.0,2.70805020110221,0,1,0,1,1,0,1,1
2001-08-10,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,2.70805020110221,1,1,0,1,1,1,1,0
2001-08-11,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,0
2001-08-12,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,0
2001-08-13,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-08-14,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-08-15,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-08-16,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-08-17,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-08-18,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-08-19,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,0,1
2001-08-20,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2001-08-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-08-22,6,1.0,0,0.0,1.9459101490553132,0.0,1.9459101490553132,0.0,1,0,0,1,1,0,0,1
2001-08-23,1,1.0,0,0.0,0.6931471805599453,0.0,2.0794415416798357,0.0,1,0,1,1,1,0,0,1
2001-08-24,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,0
2001-08-25,0,0.0,6,1.0,0.0,1.9459101490553132,1.0986122886681098,1.9459101490553132,1,1,1,1,1,0,0,0
2001-08-26,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,2.0794415416798357,1,1,0,1,1,1,0,0
2001-08-27,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,1.0986122886681098,1,1,1,1,1,1,1,0
2001-08-28,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,1,0
2001-08-29,4,1.0,1,1.0,1.6094379124341003,0.6931471805599453,1.9459101490553132,0.6931471805599453,1,1,1,1,1,0,1,0
2001-08-30,3,1.0,1,1.0,1.3862943611198906,0.6931471805599453,2.0794415416798357,1.0986122886681098,1,1,1,1,1,1,1,0
2001-08-31,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.6931471805599453,1,1,1,1,1,1,1,0
2001-09-01,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2001-09-02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-09-03,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2001-09-04,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-09-05,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-09-06,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,1
2001-09-07,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2001-09-08,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,1
2001-09-09,1,1.0,5,1.0,0.6931471805599453,1.791759469228055,1.3862943611198906,1.791759469228055,1,1,1,1,1,0,0,1
2001-09-10,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,1.791759469228055,1,1,1,1,1,1,0,1
2001-09-11,3,1.0,2,1.0,1.3862943611198906,1.0986122886681098,1.3862943611198906,1.0986122886681098,1,1,0,1,1,0,1,1
2001-09-12,9,1.0,1,1.0,2.302585092994046,0.6931471805599453,2.5649493574615367,1.3862943611198906,1,1,1,1,1,1,1,1
2001-09-13,6,1.0,0,0.0,1.9459101490553132,0.0,2.772588722239781,0.6931471805599453,1,1,1,1,1,1,1,1
2001-09-14,4,1.0,0,0.0,1.6094379124341003,0.0,2.3978952727983707,0.0,1,0,1,1,1,0,1,0
2001-09-15,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.9459101490553132,0.6931471805599453,1,1,1,1,1,0,1,0
2001-09-16,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.0986122886681098,1,1,1,1,1,1,1,0
2001-09-17,4,1.0,0,0.0,1.6094379124341003,0.0,1.9459101490553132,0.6931471805599453,1,1,1,1,1,1,1,1
2001-09-18,0,0.0,0,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2001-09-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-09-20,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,1,1,0,1,1,0,1,1
2001-09-21,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,1,1,1,1,1,1,1,1
2001-09-22,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-09-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-09-24,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,1
2001-09-25,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,1,1
2001-09-26,5,1.0,1,1.0,1.791759469228055,0.6931471805599453,1.791759469228055,0.6931471805599453,1,1,0,1,1,0,1,1
2001-09-27,2,1.0,0,0.0,1.0986122886681098,0.0,2.0794415416798357,0.6931471805599453,1,1,1,1,1,1,1,1
2001-09-28,6,1.0,0,0.0,1.9459101490553132,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,1,1
2001-09-29,3,1.0,0,0.0,1.3862943611198906,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2001-09-30,3,1.0,0,0.0,1.3862943611198906,0.0,1.9459101490553132,0.0,1,0,1,1,1,0,1,1
2001-10-01,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-10-02,2,1.0,2,1.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1,1,0,1,1,0,1,1
2001-10-03,6,1.0,0,0.0,1.9459101490553132,0.0,2.1972245773362196,1.0986122886681098,1,1,1,1,1,1,1,1
2001-10-04,1,1.0,3,1.0,0.6931471805599453,1.3862943611198906,2.0794415416798357,1.3862943611198906,1,1,1,1,1,0,1,1
2001-10-05,5,1.0,1,1.0,1.791759469228055,0.6931471805599453,1.9459101490553132,1.6094379124341003,1,1,1,1,1,1,1,1
2001-10-06,2,1.0,0,0.0,1.0986122886681098,0.0,2.0794415416798357,0.6931471805599453,1,1,1,1,1,1,1,1
2001-10-07,2,1.0,1,1.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.6931471805599453,1,1,1,1,1,0,1,1
2001-10-08,5,1.0,0,0.0,1.791759469228055,0.0,2.0794415416798357,0.6931471805599453,1,1,1,1,1,1,1,1
2001-10-09,0,0.0,0,0.0,0.0,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2001-10-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-10-11,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-10-12,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,1
2001-10-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-10-14,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-10-15,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2001-10-16,1,1.0,0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2001-10-17,0,0.0,1,1.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,1,1,1,0,0,1
2001-10-18,6,1.0,1,1.0,1.9459101490553132,0.6931471805599453,1.9459101490553132,1.0986122886681098,1,1,0,1,1,1,0,1
2001-10-19,8,1.0,0,0.0,2.1972245773362196,0.0,2.70805020110221,0.6931471805599453,1,1,1,1,1,1,1,1
2001-10-20,10,1.0,0,0.0,2.3978952727983707,0.0,2.9444389791664403,0.0,1,0,1,1,1,0,1,1
2001-10-21,6,1.0,0,0.0,1.9459101490553132,0.0,2.833213344056216,0.0,1,0,1,1,1,0,1,1
2001-10-22,3,1.0,0,0.0,1.3862943611198906,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,0
2001-10-23,8,1.0,0,0.0,2.1972245773362196,0.0,2.4849066497880004,0.0,1,0,1,1,1,0,1,0
2001-10-24,5,1.0,0,0.0,1.791759469228055,0.0,2.6390573296152584,0.0,1,0,1,1,1,0,1,0
2001-10-25,4,1.0,0,0.0,1.6094379124341003,0.0,2.302585092994046,0.0,1,0,1,1,1,0,1,1
2001-10-26,3,1.0,0,0.0,1.3862943611198906,0.0,2.0794415416798357,0.0,1,0,1,1,1,0,0,1
2001-10-27,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,0,1
2001-10-28,2,1.0,5,1.0,1.0986122886681098,1.791759469228055,1.3862943611198906,1.791759469228055,1,1,1,1,1,0,0,1
2001-10-29,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,1.791759469228055,1,1,1,1,1,1,0,1
2001-10-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-10-31,6,1.0,0,0.0,1.9459101490553132,0.0,1.9459101490553132,0.0,1,0,0,1,1,0,1,1
2001-11-01,2,1.0,0,0.0,1.0986122886681098,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,1,1
2001-11-02,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.6931471805599453,1,1,1,1,1,0,1,0
2001-11-03,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1,1,1,1,1,1,1,0
2001-11-04,1,1.0,2,1.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,1,1,0,1,1,0,1,0
2001-11-05,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,1,1,1,1,1,1,1,1
2001-11-06,3,1.0,1,1.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,0.6931471805599453,1,1,0,1,1,0,1,1
2001-11-07,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.6931471805599453,1,1,1,1,1,1,1,1
2001-11-08,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,1
2001-11-09,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,0.6931471805599453,1,1,1,1,1,0,1,1
2001-11-10,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1,1,1,1,1,1,1,1
2001-11-11,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,1,1
2001-11-12,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,1,1,0,1,1,1,1,1
2001-11-13,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-11-14,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-11-15,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-11-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1
2001-11-17,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-11-18,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-11-19,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,1
2001-11-20,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2001-11-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-11-22,5,1.0,0,0.0,1.791759469228055,0.0,1.791759469228055,0.0,1,0,0,1,1,0,0,1
2001-11-23,5,1.0,0,0.0,1.791759469228055,0.0,2.3978952727983707,0.0,1,0,1,1,1,0,0,1
2001-11-24,0,0.0,1,1.0,0.0,0.6931471805599453,1.791759469228055,0.6931471805599453,1,1,1,1,1,0,0,1
2001-11-25,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1,1,0,1,1,1,0,1
2001-11-26,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2001-11-27,3,1.0,3,1.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1,1,0,1,1,0,1,0
2001-11-28,2,1.0,0,0.0,1.0986122886681098,0.0,1.791759469228055,1.3862943611198906,1,1,1,1,1,1,1,0
2001-11-29,2,1.0,4,1.0,1.0986122886681098,1.6094379124341003,1.6094379124341003,1.6094379124341003,1,1,1,1,1,0,1,0
2001-11-30,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,1.6094379124341003,1,1,1,1,1,1,1,0
2001-12-01,2,1.0,11,1.0,1.0986122886681098,2.4849066497880004,1.0986122886681098,2.4849066497880004,1,1,0,1,1,0,1,0
2001-12-02,8,1.0,15,1.0,2.1972245773362196,2.772588722239781,2.3978952727983707,3.295836866004329,1,1,1,1,1,1,1,1
2001-12-03,1,1.0,0,0.0,0.6931471805599453,0.0,2.302585092994046,2.772588722239781,1,1,1,1,1,1,1,1
2001-12-04,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-12-05,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,1,1
2001-12-06,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,1,1
2001-12-07,2,1.0,0,0.0,1.0986122886681098,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-12-08,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,1,1
2001-12-09,6,1.0,0,0.0,1.9459101490553132,0.0,2.0794415416798357,0.0,1,0,1,1,1,0,1,1
2001-12-10,2,1.0,0,0.0,1.0986122886681098,0.0,2.1972245773362196,0.0,1,0,1,1,1,0,0,1
2001-12-11,2,1.0,0,0.0,1.0986122886681098,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,0,1
2001-12-12,6,1.0,10,1.0,1.9459101490553132,2.3978952727983707,2.1972245773362196,2.3978952727983707,1,1,1,1,1,0,0,1
2001-12-13,5,1.0,0,0.0,1.791759469228055,0.0,2.4849066497880004,2.3978952727983707,1,1,1,1,1,1,0,1
2001-12-14,8,1.0,0,0.0,2.1972245773362196,0.0,2.6390573296152584,0.0,1,0,1,1,1,0,1,1
2001-12-15,5,1.0,0,0.0,1.791759469228055,0.0,2.6390573296152584,0.0,1,0,1,1,1,0,1,1
2001-12-16,0,0.0,0,0.0,0.0,0.0,1.791759469228055,0.0,1,0,1,1,1,0,1,1
2001-12-17,4,1.0,0,0.0,1.6094379124341003,0.0,1.6094379124341003,0.0,1,0,0,1,1,0,1,0
2001-12-18,0,0.0,0,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,1,1,1,0,1,0
2001-12-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2001-12-20,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,1
2001-12-21,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2001-12-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-12-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-12-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-12-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2001-12-26,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,1
2001-12-27,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,0
